315,743,307,17,12
316,24,727,17,14
317,799,862,21,10
318,296,535,26,15
319,246,278,19,14
320,540,220,22,13
321,631,132,12,27
322,549,289,27,29
323,170,179,10,26
324,87,651,14,15
325,793,95,15,16
326,255,378,27,15
327,34,549,10,25
328,624,256,20,20
329,238,212,8,3
330,798,669,12,13
331,588,813,29,29
332,154,471,18,23
333,721,377,14,15
334,893,766,21,26
335,490,84,16,12
336,868,685,14,23
337,783,253,15,10
338,168,588,23,20
339,411,585,21,23
340,426,88,27,14
341,816,862,13,14
342,299,15,13,25
343,615,664,29,13
344,586,728,16,29
345,419,16,28,23
346,313,591,11,5
347,483,732,16,18
348,589,11,12,25
349,632,558,18,14
350,605,880,21,15
351,445,682,21,10
352,592,101,29,19
353,876,278,26,26
354,15,448,17,20
355,123,921,18,28
356,410,680,24,20
357,585,256,20,22
358,54,176,28,20
359,811,472,19,16
360,265,872,22,26
361,978,462,15,11
362,538,307,22,14
363,388,767,28,20
364,28,334,25,19
365,32,224,23,21
366,18,210,12,27
367,916,67,5,4
368,570,87,18,21
369,435,27,14,19
370,628,798,20,19
371,855,606,24,14
372,466,761,10,23
373,358,495,24,26
374,186,867,25,15
375,719,887,15,27
376,502,940,24,12
377,260,11,20,17
378,114,477,13,12
379,18,453,18,10
380,705,712,16,18
381,563,508,13,16
382,113,698,26,14
383,21,212,21,19
384,230,218,22,22
385,593,145,28,13
386,960,446,28,17
387,381,974,12,24
388,725,274,13,10
389,92,651,22,18
390,702,549,28,26
391,189,806,11,15
392,601,282,6,9
393,763,346,29,10
394,46,962,3,15
395,39,194,17,27
396,727,198,24,24
397,612,667,10,12
398,855,90,14,27
399,955,683,14,14
400,580,560,15,25
401,22,746,29,28
402,890,967,21,25
403,215,17,13,11
404,723,980,21,11
405,783,846,10,12
406,269,842,10,14
407,965,817,13,14
408,906,27,20,16
409,871,291,13,13
410,129,406,26,27
411,806,457,16,19
412,612,842,19,21
413,847,739,10,14
414,648,400,24,16
415,650,385,26,12
416,197,589,27,12
417,797,754,12,10
418,127,400,17,25
419,424,608,11,19
420,284,74,11,21
421,539,781,27,29
422,213,409,16,29
423,956,112,25,19
424,480,185,15,26
425,877,737,29,10
426,200,535,22,22
427,488,149,20,28
428,580,14,24,12
429,602,887,19,28
430,713,817,19,12
431,336,649,11,6
432,13,214,9,5
433,40,799,17,16
434,210,762,14,15
435,916,109,16,18
436,31,33,26,21
437,91,306,25,22
438,346,844,22,28
439,392,36,11,15
440,572,818,25,28
441,798,651,14,12
442,255,480,24,24
443,676,845,24,14
444,22,491,16,29
445,391,26,21,12
446,743,329,25,20
447,446,251,10,22
448,745,119,17,17
449,630,558,16,16
450,671,438,21,27
451,434,609,11,19
452,946,150,22,24
453,455,613,19,18
454,56,788,26,23
455,799,99,20,28
456,227,313,26,13
457,314,494,26,28
458,439,603,26,18
459,757,90,19,16
460,184,491,26,28
461,30,495,19,14
462,139,406,15,15
463,328,647,29,11
464,263,47,21,16
465,43,904,22,26
466,825,600,29,16
467,483,183,28,27
468,728,272,26,15
469,478,665,25,20
470,858,548,12,23
471,708,404,29,23
472,465,560,22,20
473,736,451,21,15
474,823,218,21,17
475,543,282,19,12
476,854,702,17,17
477,220,843,24,28
478,435,677,15,22
479,651,187,22,17
480,820,163,26,10
481,130,920,17,3
482,702,367,25,12
483,753,670,27,29
484,601,466,26,14
485,242,689,16,13
486,760,646,18,23
487,792,816,16,21
488,742,101,16,29
489,162,734,21,17
490,830,669,21,23
491,873,725,17,27
492,546,723,21,12
493,329,840,10,26
494,533,75,16,29
495,320,369,23,23
496,95,830,18,22
497,600,61,24,27
498,593,375,19,27
499,540,845,17,20
500,931,342,22,23
501,53,341,23,22
502,333,885,13,18
503,503,146,29,29
504,974,508,15,28
505,548,124,26,18
506,50,804,13,11
507,578,166,14,29
508,109,133,19,20
509,971,642,21,19
510,672,857,17,10
511,549,858,16,20
512,784,968,3,21
513,870,520,21,21
514,348,935,17,29
515,814,137,13,29
516,259,803,19,13
517,973,665,13,23
518,435,492,10,12
519,538,397,19,13
520,415,96,21,26
521,368,589,14,18
522,167,468,10,22
523,430,256,12,26
524,290,196,14,17
525,901,926,11,13
526,556,22,24,20
527,269,532,14,27
528,908,843,12,16
529,66,510,29,21
530,237,73,12,22
531,210,189,25,23
532,686,370,13,20
533,469,834,22,29
534,362,469,18,15
535,536,701,14,16
536,308,11,27,13
537,787,452,28,23
538,592,938,11,24
539,179,20,22,16
540,941,103,20,29
541,878,819,21,22
542,513,301,29,18
543,867,708,23,24
544,120,654,27,27
545,356,303,18,15
546,488,182,13,22
547,949,193,18,18
548,710,815,11,15
549,534,836,25,18
550,253,56,19,15
551,396,119,18,18
552,768,617,13,26
553,741,857,12,17
554,945,148,25,12
555,551,582,12,25
556,115,245,18,20
557,539,863,18,21
558,608,660,17,16
559,598,818,25,28
560,845,155,24,20
561,609,817,15,14
562,403,886,11,23
563,652,77,12,29
564,250,610,19,23
565,86,950,27,17
566,121,264,12,18
567,14,274,18,15
568,790,654,9,11
569,542,493,25,24
570,137,330,21,12
571,907,849,12,12
572,881,166,28,13
573,320,846,15,28
574,896,853,17,18
575,103,931,28,14
576,937,262,10,26
577,215,867,14,20
578,286,600,16,15
579,246,370,22,10
580,733,778,18,13
581,618,808,15,23
582,612,714,16,17
583,107,475,11,23
584,463,381,26,16
585,685,206,29,26
586,293,79,27,28
587,33,563,14,17
588,533,112,25,23
589,661,718,10,11
590,60,57,28,20
591,97,603,26,21
592,579,842,21,18
593,146,673,13,19
594,497,948,10,16
595,876,833,19,29
596,647,391,13,26
597,622,113,14,25
598,768,631,28,10
599,277,110,23,26
600,215,810,24,29
601,321,467,25,28
602,10,145,15,27
603,69,158,12,27
604,517,691,18,29
605,672,648,10,22
606,199,317,15,22
607,421,633,17,25
608,217,689,14,19
609,69,176,13,22
610,49,349,11,11
611,491,198,25,16
612,925,952,21,28
613,699,249,28,20
614,872,688,6,11
615,18,645,14,27
616,70,243,24,11
617,445,291,14,11
618,763,677,19,23
619,685,31,14,22
620,141,16,21,12
621,232,345,28,19
622,827,283,22,13
623,309,391,17,20
624,342,26,6,14
625,367,300,10,21
626,257,100,23,19
627,642,248,20,26
628,54,219,20,24
629,718,520,9,7
630,607,299,26,27
631,540,180,21,10
632,185,402,28,13
633,144,703,27,15
634,520,915,28,16
635,810,896,23,20
636,551,31,20,11
637,9,736,22,14
638,868,313,15,19
639,442,653,12,10
640,866,443,28,13
641,808,75,18,19
642,483,651,29,29
643,923,841,14,16
644,469,725,23,11
645,421,623,28,19
646,374,288,23,28
647,824,174,10,24
648,11,202,17,22
649,278,116,17,28
650,827,944,14,29
651,80,801,20,15
652,621,861,12,26
653,223,430,28,20
654,348,819,17,16
655,10,495,13,27
656,504,262,17,10
657,489,944,21,12
658,356,139,23,20
659,402,28,24,12
660,832,587,26,15
661,456,445,17,10
662,968,893,28,24
663,535,732,28,26
664,22,457,22,23
665,91,489,20,28
666,390,807,4,6
667,754,301,23,14
668,311,14,16,16
669,535,435,29,24
670,196,9,11,20
671,767,816,12,12
672,813,204,18,17
673,362,580,25,14
674,26,510,11,15
675,632,725,14,28
676,436,892,23,27
677,312,14,23,10
678,621,561,27,28
679,115,819,22,29
680,876,226,19,21
681,441,564,19,24
682,226,349,20,15
683,30,374,17,27
684,447,704,23,28
685,884,784,12,13
686,878,457,11,18
687,217,225,29,25
688,474,441,22,20
689,419,836,17,25
690,456,460,17,26
691,615,715,13,17
692,843,872,21,12
693,151,153,16,16
694,187,635,25,15
695,203,412,23,23
696,595,810,20,19
697,512,703,15,24
698,729,71,23,22
699,265,39,20,20
700,853,726,11,17
701,976,220,18,14
702,851,600,25,10
703,158,956,17,22
704,905,843,21,18
705,0,325,28,20
706,457,403,14,22
707,866,90,15,22
708,58,496,27,21
709,741,583,13,10
710,723,971,18,23
711,100,341,20,21
712,46,596,19,13
713,42,524,13,28
714,66,258,17,20
715,946,283,15,23
716,289,736,10,18
717,313,343,27,18
718,67,405,20,26
719,204,817,16,16
720,709,882,21,29
721,26,526,16,10
722,293,184,12,27
723,571,307,27,17
724,7,276,19,15
725,539,757,15,21
726,920,966,29,10
727,538,756,16,19
728,317,922,24,22
729,971,743,23,26
730,120,366,12,14
731,494,513,20,10
732,412,758,25,22
733,458,421,11,21
734,230,25,16,25
735,254,788,29,13
736,367,741,16,20
737,358,540,24,24
738,565,167,28,27
739,871,660,22,28
740,627,123,12,18
741,47,548,3,7
742,104,487,12,22
743,238,47,28,16
744,117,633,23,24
745,537,705,26,19
746,781,966,10,27
747,306,539,13,25
748,737,74,11,15
749,177,814,20,22
750,177,639,16,28
751,789,821,12,15
752,210,849,16,28
753,388,709,25,12
754,83,659,19,27
755,27,97,18,11
756,621,83,14,26
757,104,832,25,22
758,819,937,19,11
759,611,892,15,11
760,817,22,10,25
761,649,579,15,11
762,537,162,17,26
763,112,28,16,25
764,219,348,26,15
765,421,834,22,16
766,356,929,21,11
767,242,519,24,11
768,91,849,24,21
769,8,639,29,23
770,234,327,21,25
771,809,656,12,10
772,766,82,12,29
773,747,529,29,28
774,953,321,27,20
775,302,526,16,16
776,913,636,24,17
777,959,966,27,16
778,235,562,20,24
779,311,88,16,25
780,351,273,29,25
781,384,196,26,10
782,201,504,27,20
783,484,514,26,26
784,319,869,28,24
785,813,212,15,28
786,801,216,13,10
787,879,761,19,27
788,172,420,29,27
789,662,563,27,15
790,90,514,19,24
791,634,815,21,27
792,539,844,17,28
793,156,46,12,25
794,483,424,20,11
795,531,688,11,10
796,216,733,19,19
797,292,68,18,18
798,977,816,14,15
799,711,187,19,18
800,806,460,12,27
801,544,405,18,16
802,593,577,14,19
803,469,890,13,28
804,426,112,12,15
805,878,66,15,28
806,210,25,13,23
807,296,234,22,28
808,455,715,16,21
809,561,724,22,28
810,986,48,13,17
811,745,305,14,24
812,145,772,22,12
813,654,748,19,14
814,835,427,10,14
815,765,963,25,20
816,674,313,24,16
817,872,852,22,24
818,478,264,21,25
819,882,222,10,11
820,373,180,19,27
821,592,936,15,16
822,460,201,12,14
823,578,22,27,24
824,730,395,25,15
825,345,63,15,13
826,210,723,15,22
827,388,139,27,13
828,677,299,25,19
829,481,724,11,21
830,917,180,11,25
831,127,917,25,11
832,185,834,10,29
833,665,688,11,18
834,648,103,12,20
835,869,798,13,17
836,698,364,10,9
837,204,5,10,19
838,384,791,20,25
839,48,566,9,15
840,462,478,12,13
841,360,750,29,22
842,900,97,29,16
843,592,627,12,27
844,587,585,24,17
845,761,680,27,15
846,88,667,28,19
847,60,552,20,15
848,344,323,28,21
849,404,220,22,22
850,870,497,18,12
851,14,648,11,17
852,365,501,10,13
853,224,176,12,25
854,26,287,29,23
855,417,628,24,14
856,78,648,29,15
857,806,692,11,14
858,659,560,28,16
859,974,644,16,28
860,786,640,29,28
861,157,11,19,16
862,304,11,13,18
863,178,632,28,16
864,265,865,23,18
865,398,128,18,22
866,157,918,27,18
867,14,439,28,21
868,479,211,27,14
869,866,653,11,19
870,371,887,21,24
871,337,25,24,20
872,337,46,29,24
873,382,748,29,15
874,69,564,27,22
875,2,484,14,14
876,604,852,14,17
877,545,130,23,19
878,849,133,15,19
879,855,534,29,11
880,904,11,13,15
881,719,412,11,29
882,305,246,21,23
883,260,614,22,14
884,228,629,20,29
885,320,842,29,13
886,401,149,17,24
887,572,656,12,10
888,954,187,24,25
889,105,515,12,24
890,899,946,18,26
891,867,661,3,5
892,662,708,13,22
893,101,957,13,12
894,626,61,10,10
895,637,364,11,25
896,611,804,23,11
897,418,638,17,13
898,636,193,25,12
899,292,685,13,18
900,203,832,13,24
901,715,883,29,28
902,673,702,16,27
903,907,173,23,14
904,43,558,21,27
905,156,575,29,26
906,117,746,27,11
907,675,374,25,27
908,26,650,18,10
909,702,693,28,21
910,348,50,21,13
911,267,894,12,22
912,368,205,18,13
913,899,935,27,15
914,453,419,23,29
915,28,467,17,17
916,418,499,27,18
917,765,961,17,27
918,915,177,17,29
919,216,869,21,10
920,501,296,26,28
921,359,554,13,18
922,95,680,26,27
923,464,562,27,17
924,302,246,22,12
925,623,124,26,15
926,529,298,21,23
927,170,744,25,14
928,96,670,22,23
929,218,696,22,21
930,172,921,11,25
931,268,272,10,26
932,807,363,18,11
933,307,19,20,13
934,746,204,11,15
935,233,15,15,22
936,108,680,10,26
937,628,577,26,14
938,458,568,12,20
939,0,712,22,21
940,721,363,10,26
941,841,909,22,16
942,247,794,17,26
943,696,377,26,27
944,92,957,18,12
945,817,418,23,22
946,260,243,15,23
947,891,416,15,19
948,614,394,15,21
949,279,361,27,20
950,668,571,22,29
951,508,834,29,27
952,808,413,29,19
953,793,958,13,27
954,577,706,12,21
955,50,771,11,29
956,693,234,23,21
957,850,820,16,20
958,509,729,12,26
959,691,793,23,10
960,119,146,14,17
961,189,690,13,14
962,954,683,15,20
963,863,876,27,15
964,629,730,17,22
965,904,720,25,26
966,955,294,10,19
967,601,415,21,12
968,352,210,16,23
969,755,923,13,15
970,53,324,18,26
971,236,275,18,11
972,936,60,17,29
973,561,518,15,29
974,518,719,24,14
975,11,219,18,15
976,453,198,15,15
977,786,828,14,20
978,32,517,19,17
979,571,314,15,27
980,236,208,15,13
981,929,955,17,13
982,214,636,23,22
983,161,906,26,25
984,202,742,28,11
985,346,26,26,21
986,428,883,12,22
987,44,545,14,15
988,733,447,12,11
989,868,310,29,11
990,738,573,15,18
991,214,580,27,28
992,778,212,21,25
993,768,681,25,26
994,87,138,29,29
995,657,118,16,20
996,500,174,15,24
997,122,370,5,6
998,413,747,17,22
999,796,449,27,15
1000,210,394,18,11
1001,222,703,17,22
1002,771,632,16,23
1003,736,764,12,20
1004,202,690,27,24
1005,766,250,25,12
1006,468,433,20,25
1007,491,416,22,24
1008,646,78,16,12
1009,316,909,27,27
1010,744,923,23,28
1011,576,415,26,18
1012,180,901,11,25
1013,217,412,8,20
1014,601,941,16,13
1015,972,160,26,12
1016,862,697,10,26
1017,256,581,20,29
1018,10,735,19,11
1019,734,926,26,17
1020,417,694,28,14
1021,63,842,29,21
1022,889,451,20,24
1023,858,865,22,10
1024,7,459,20,14
1025,175,564,16,15
1026,983,620,16,18
1027,656,67,20,29
1028,561,438,12,27
1029,473,531,19,11
1030,599,66,28,10
1031,806,694,18,20
1032,571,352,10,19
1033,704,183,23,10
1034,609,278,28,17
1035,614,44,24,24
1036,337,849,10,18
1037,796,749,11,12
1038,12,225,24,27
1039,340,872,21,10
1040,768,368,14,20
1041,612,456,16,12
1042,116,19,27,12
1043,48,202,27,23
1044,312,156,13,28
1045,174,395,27,29
1046,698,793,24,17
1047,450,745,26,25
1048,869,160,13,15
1049,494,118,22,28
1050,580,272,16,11
1051,532,85,19,23
1052,120,894,13,18
1053,331,501,12,29
1054,799,22,25,17
1055,29,940,11,21
1056,829,156,21,19
1057,788,645,22,9
1058,713,296,20,22
1059,296,836,20,25
1060,230,91,21,23
1061,231,811,13,23
1062,62,509,28,18
1063,869,111,19,10
1064,382,807,18,20
1065,270,254,16,16
1066,270,583,16,17
1067,904,834,28,22
1068,841,684,10,29
1069,345,203,23,29
1070,74,915,22,22
1071,616,58,29,11
1072,76,796,21,18
1073,114,840,24,13
1074,26,361,14,23
1075,524,949,20,14
1076,350,568,16,27
1077,208,850,24,25
1078,48,251,24,20
1079,453,431,20,19
1080,85,955,26,16
1081,742,770,12,20
1082,719,304,25,22
1083,376,276,19,28
1084,584,837,17,29
1085,847,110,15,21
1086,916,639,17,10
1087,762,496,26,23
1088,842,884,20,18
1089,275,96,29,22
1090,590,574,23,26
1091,964,898,11,23
1092,567,642,15,14
1093,486,316,19,25
1094,53,231,16,18
1095,901,84,25,20
1096,13,139,19,16
1097,395,621,13,28
1098,312,128,12,11
1099,896,945,20,27
1100,171,599,28,24
1101,500,248,15,23
1102,51,890,17,23
1103,409,528,15,22
1104,547,544,18,25
1105,453,372,25,13
1106,240,392,14,26
1107,85,135,20,28
1108,186,373,12,24
1109,871,113,14,4
1110,910,118,18,10
1111,897,58,11,28
1112,231,544,19,12
1113,505,253,15,22
1114,452,75,23,23
1115,214,212,22,11
1116,970,625,29,15
1117,914,63,10,13
1118,639,27,23,27
1119,852,223,14,17
1120,196,401,10,16
1121,656,647,18,14
1122,967,687,24,17
1123,626,259,17,21
1124,78,502,15,13
1125,54,500,23,13
1126,640,372,16,14
1127,920,804,19,23
1128,585,498,13,27
1129,274,93,16,21
1130,581,259,20,25
1131,713,800,20,12
1132,865,659,13,10
1133,964,171,16,11
1134,424,232,26,29
1135,649,719,17,12
1136,325,324,26,15
1137,740,161,11,27
1138,791,470,16,14
1139,980,791,10,17
1140,47,430,22,24
1141,778,495,15,28
1142,636,961,15,22
1143,356,883,22,14
1144,163,147,12,16
1145,987,651,11,27
1146,695,362,26,22
1147,142,943,16,10
1148,571,216,22,25
1149,386,171,26,22
1150,338,22,14,29
1151,786,343,11,15
1152,315,314,27,26
1153,619,546,17,14
1154,420,311,12,14
1155,573,130,25,29
1156,2,516,13,11
1157,455,899,22,22
1158,571,913,21,11
1159,449,674,29,29
1160,749,629,16,21
1161,638,374,15,11
1162,301,121,26,26
1163,908,594,11,21
1164,390,681,17,10
1165,395,634,18,14
1166,549,715,18,11
1167,350,473,25,26
1168,867,734,10,24
1169,957,653,23,20
1170,891,785,18,12
1171,294,347,25,25
1172,162,975,14,18
1173,465,683,10,20
1174,709,376,12,19
1175,237,341,24,23
1176,832,823,26,28
1177,274,128,23,12
1178,842,924,18,16
1179,426,38,11,19
1180,74,491,14,20
1181,215,649,13,10
1182,18,189,28,11
1183,878,724,17,11
1184,856,614,15,13
1185,587,787,20,29
1186,26,331,23,29
1187,769,611,24,28
1188,145,772,14,29
1189,326,931,19,16
1190,438,818,28,21
1191,412,38,16,20
1192,282,239,22,26
1193,201,623,10,24
1194,151,930,24,21
1195,337,179,12,29
1196,670,51,10,21
1197,97,102,20,22
1198,343,194,18,19
1199,676,568,29,13
1200,18,210,16,17
1201,635,270,12,27
1202,606,39,13,14
1203,379,276,12,25
1204,452,297,20,12
1205,774,538,17,12
1206,950,692,13,18
1207,43,186,26,27
1208,227,494,18,14
1209,543,706,15,16
1210,392,577,23,23
1211,67,419,29,14
1212,732,171,17,20
1213,35,508,18,18
1214,688,223,26,26
1215,954,803,22,19
1216,261,651,18,28
1217,572,645,5,4
1218,444,659,26,24
1219,308,89,13,15
1220,272,488,18,27
1221,828,415,20,18
1222,837,896,28,26
1223,38,744,20,19
1224,385,688,11,17
1225,554,319,17,18
1226,219,693,28,12
1227,825,903,23,23
1228,268,2,18,12
1229,341,59,23,16
1230,179,434,25,23
1231,311,589,19,12
1232,395,878,16,15
1233,229,181,18,12
1234,726,646,28,27
1235,627,576,21,16
1236,583,580,13,15
1237,750,777,13,21
1238,534,682,19,23
1239,593,950,13,23
1240,848,602,17,26
1241,583,356,16,28
1242,257,280,29,11
1243,489,268,4,16
1244,134,165,28,21
1245,407,439,10,25
1246,888,955,12,21
1247,470,198,28,27
1248,155,185,17,19
1249,107,390,29,17
1250,270,85,20,29
1251,550,138,18,19
1252,276,108,29,10
1253,148,312,19,25
1254,475,146,27,26
1255,693,358,19,26
1256,208,698,27,17
1257,834,594,12,4
1258,305,33,21,20
1259,570,727,23,24
1260,690,706,29,12
1261,408,20,23,15
1262,924,943,25,24
1263,223,199,24,28
1264,881,425,15,22
1265,164,450,25,19
1266,493,438,27,14
1267,104,105,29,18
1268,858,826,29,23
1269,663,699,10,21
1270,206,95,25,23
1271,274,662,24,23
1272,218,298,19,26
1273,873,225,29,13
1274,496,147,15,26
1275,406,710,12,11
1276,590,486,11,17
1277,887,893,23,19
1278,253,529,21,18
1279,614,707,20,25
1280,104,899,15,16
1281,968,492,13,26
1282,905,744,26,13
1283,869,497,10,10
1284,656,454,29,13
1285,922,866,18,15
1286,870,304,14,20
1287,809,88,25,24
1288,927,542,23,25
1289,311,839,12,12
1290,325,121,12,17
1291,43,600,19,28
1292,918,59,22,19
1293,698,806,19,29
1294,793,553,14,12
1295,385,510,23,10
1296,887,708,23,25
1297,83,501,21,17
1298,604,939,24,16
1299,878,886,22,14
1300,809,252,19,16
1301,565,723,25,17
1302,360,934,15,29
1303,725,42,15,21
1304,127,748,16,19
1305,256,597,21,27
1306,230,52,28,12
1307,321,150,17,10
1308,137,936,22,26
1309,659,386,20,17
1310,918,359,23,21
1311,546,904,26,11
1312,362,291,17,28
1313,751,626,20,22
1314,557,9,19,28
1315,809,449,18,26
1316,818,356,13,14
1317,725,871,26,24
1318,164,620,24,17
1319,550,2,15,16
1320,351,292,17,25
1321,808,240,17,16
1322,609,880,29,18
1323,605,588,24,23
1324,38,732,11,11
1325,247,377,12,28
1326,517,525,22,18
1327,555,715,17,13
1328,399,842,23,27
1329,72,51,17,3
1330,572,278,23,28
1331,52,843,10,14
1332,793,548,18,18
1333,532,180,28,23
1334,698,394,27,25
1335,32,565,13,21
1336,302,478,26,24
1337,816,676,14,23
1338,916,619,22,17
1339,235,346,26,18
1340,167,600,21,29
1341,236,183,18,21
1342,541,225,14,29
1343,539,981,27,15
1344,317,121,14,25
1345,614,899,16,23
1346,451,681,28,14
1347,711,551,10,14
1348,213,195,26,25
1349,869,323,14,21
